"","group","s__Methanobrevibacter_smithii","s__Actinobaculum_massiliense","s__Actinomyces_europaeus","s__Actinomyces_neuii","s__Actinomyces_radingae","s__Actinomyces_turicensis","s__Actinotignum_schaalii","s__Actinotignum_timonense","s__Adlercreutzia_equolifaciens","s__Aeriscardovia_aeriphila","s__Aerococcus_christensenii","s__Aerococcus_sanguinicola","s__Aerococcus_urinae","s__Alistipes_putredinis","s__Alloscardovia_omnicolens","s__Anaerococcus_hydrogenalis","s__Anaerococcus_lactolyticus","s__Anaerococcus_nagyae","s__Anaerococcus_octavius","s__Anaerococcus_prevotii","s__Anaerococcus_vaginalis","s__Anaeroglobus_geminatus","s__Anaerostipes_hadrus","s__Asaccharobacter_celatus","s__Atopobium_deltae","s__Atopobium_minutum","s__Atopobium_parvulum","s__Atopobium_rimae","s__Atopobium_vaginae","s__Bacteroides_caccae","s__Bacteroides_coagulans","s__Bacteroides_fragilis","s__Bacteroides_uniformis","s__Bacteroides_vulgatus","s__Bifidobacterium_breve","s__Bifidobacterium_dentium","s__Bifidobacterium_longum","s__Bifidobacterium_pseudocatenulatum","s__Blautia_obeum","s__Blautia_wexlerae","s__Brevibacterium_ravenspurgense","s__Campylobacter_hominis","s__Campylobacter_ureolyticus","s__Collinsella_aerofaciens","s__Corynebacterium_afermentans","s__Corynebacterium_amycolatum","s__Corynebacterium_aurimucosum","s__Corynebacterium_coyleae","s__Corynebacterium_frankenforstense","s__Corynebacterium_glucuronolyticum","s__Corynebacterium_imitans","s__Corynebacterium_kefirresidentii","s__Corynebacterium_pseudogenitalium","s__Corynebacterium_pyruviciproducens","s__Corynebacterium_riegelii","s__Corynebacterium_simulans","s__Corynebacterium_sp_NML130628","s__Corynebacterium_sp_NML140438","s__Corynebacterium_striatum","s__Corynebacterium_tuberculostearicum","s__Corynebacterium_tuscaniense","s__Corynebacterium_urealyticum","s__Criibacterium_bergeronii","s__Cutibacterium_avidum","s__Dermabacter_hominis","s__Dialister_invisus","s__Dialister_micraerophilus","s__Dialister_pneumosintes","s__Dorea_longicatena","s__Dorea_sp_CAG_317","s__Eggerthella_lenta","s__Enterococcus_faecalis","s__Escherichia_coli","s__Eubacterium_eligens","s__Eubacterium_hallii","s__Eubacterium_rectale","s__Facklamia_hominis","s__Facklamia_ignava","s__Facklamia_languida","s__Faecalibacterium_prausnitzii","s__Finegoldia_magna","s__Fusobacterium_nucleatum","s__Gardnerella_vaginalis","s__Gemella_asaccharolytica","s__Globicatella_sanguinis","s__Gordonibacter_pamelaeae","s__Klebsiella_pneumoniae","s__Klebsiella_quasipneumoniae","s__Klebsiella_variicola","s__Kocuria_kristinae","s__Lactobacillus_coleohominis","s__Lactobacillus_crispatus","s__Lactobacillus_gasseri","s__Lactobacillus_iners","s__Lactobacillus_jensenii","s__Lactobacillus_paragasseri","s__Lactobacillus_rhamnosus","s__Lactobacillus_vaginalis","s__Lawsonella_clevelandensis","s__Megasphaera_micronuciformis","s__Mobiluncus_curtisii","s__Negativicoccus_succinicivorans","s__Oligella_urethralis","s__Parvimonas_micra","s__Peptococcus_niger","s__Peptoniphilus_coxii","s__Peptoniphilus_duerdenii","s__Peptoniphilus_harei","s__Peptoniphilus_lacrimalis","s__Peptoniphilus_sp_BV3C26","s__Peptoniphilus_sp_DNF00840","s__Peptoniphilus_sp_HMSC062D09","s__Peptostreptococcus_anaerobius","s__Porphyromonas_asaccharolytica","s__Porphyromonas_sp_HMSC065F10","s__Porphyromonas_uenonis","s__Prevotella_bergensis","s__Prevotella_bivia","s__Prevotella_buccalis","s__Prevotella_colorans","s__Prevotella_corporis","s__Prevotella_disiens","s__Prevotella_sp_S7_1_8","s__Prevotella_timonensis","s__Propionimicrobium_lymphophilum","s__Pseudoglutamicibacter_albus","s__Pseudoglutamicibacter_cumminsii","s__Rothia_mucilaginosa","s__Ruminococcus_bromii","s__Ruminococcus_gnavus","s__Slackia_exigua","s__Staphylococcus_aureus","s__Staphylococcus_epidermidis","s__Staphylococcus_haemolyticus","s__Staphylococcus_hominis","s__Staphylococcus_lugdunensis","s__Staphylococcus_pasteuri","s__Staphylococcus_pettenkoferi","s__Staphylococcus_simulans","s__Staphylococcus_warneri","s__Streptococcus_agalactiae","s__Streptococcus_anginosus_group","s__Streptococcus_gordonii","s__Streptococcus_infantis","s__Streptococcus_mitis","s__Streptococcus_oralis","s__Streptococcus_parasanguinis","s__Streptococcus_salivarius","s__Streptococcus_sp_HMSC034E03","s__Streptococcus_thermophilus","s__Streptococcus_vestibularis","s__Trueperella_bernardiae","s__Ureaplasma_parvum","s__Varibaculum_cambriense","s__Veillonella_atypica","s__Veillonella_parvula","s__Veillonellaceae_bacterium_DNF00626","s__Candida_albicans","s__Malassezia_globosa","s__Acinetobacter_phage_Bphi_B1251","s__Alcelaphine_gammaherpesvirus_1","s__Ateline_gammaherpesvirus_3","s__Betapapillomavirus_1","s__Cyprinid_herpesvirus_3","s__Enterococcus_phage_EF62phi","s__Enterococcus_phage_phiEf11","s__Erwinia_phage_ENT90","s__Escherichia_virus_P1","s__Human_endogenous_retrovirus_K","s__Human_polyomavirus_1","s__Human_polyomavirus_5","s__Lactobacillus_phage_phiadh","s__Microbacterium_phage_Min1","s__Phage_Gifsy_1","s__Phage_Gifsy_2","s__Pseudomonas_phage_Lu11","s__Salmonella_phage_Fels_1","s__Staphylococcus_phage_2638A","s__Staphylococcus_phage_StB27","s__Streptococcus_phage_phiNJ2"
"39",2,0,0,0,0,0,0,0,1408,0,0,0,0,5294,0,0,0,0,0,0,0,0,0,0,0,0,1491,0,0,0,0,0,0,0,121,702450,9842,1794,0,0,0,0,0,69,0,0,0,0,2134,0,0,0,0,0,24581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704783,0,0,0,0,596,932,0,0,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,0,0,0,0,0,2884,0,10719669,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,52,0,0,0,0,0,0,0,0,0,54,0,49,0,0,0,0,0,0,0,0
"40",2,0,0,56649,0,0,0,0,677597,0,0,0,0,2195,0,302404,0,0,0,0,51,933,0,0,0,747,3704,0,0,0,0,886,0,0,0,0,0,0,0,0,0,0,0,52015,0,0,385,0,0,0,0,0,0,0,311021,0,1512,410,1639,0,0,0,0,0,0,0,0,0,0,0,0,0,6388,4364,0,0,0,226460,134101,0,0,197401,0,0,199,0,0,13339504,834710,3117022,0,0,0,0,3786730,0,0,744,0,0,0,50,10687,0,0,0,77013,0,276773,107399,0,704,5583,0,0,236,328,0,114437,17718,85473,0,0,28055,0,572290,0,0,0,0,0,3557,0,10832,7354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292607,0,0,0,135112,0,0,0,0,0,0,0,0,0,0,0,5795,0,0,0,0,0,0,0,0,0,0
"41",2,0,0,39379,0,2694,0,0,122666,0,659,0,0,22219,0,0,872545,0,620,2191,433029,0,0,0,0,0,1032,0,0,0,0,32164,0,0,0,35210149,5077975,0,169,0,0,0,0,60585,0,187,8173,0,0,0,0,0,0,1102,20770,0,0,3076,8329,0,0,0,0,0,0,0,0,0,0,0,0,0,320499,50509858,0,0,0,703838,14778,0,0,423639,0,0,0,0,0,0,0,0,0,0,0,22857,0,3049280,0,0,0,0,1117,0,9253,0,0,0,0,0,129434,23437,0,0,58,0,0,4555,0,0,0,17765,0,0,0,0,136588,137757,0,0,0,0,0,0,0,39859,15956,94993,0,1021,5517,0,0,0,0,0,0,251785,0,0,0,0,0,0,0,0,28643,0,0,0,0,0,0,0,0,6,0,0,0,63,0,0,0,15,0,0,0,0,0,0,0,0,0
"42",2,0,1367,4028,0,1800,0,10532,398,0,0,0,0,1177,0,0,0,1296,0,0,0,0,0,0,0,0,21912,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,107096,0,0,1828,0,46932,0,0,0,0,0,13418,0,0,250,1591,0,0,0,0,0,2362,557,194,0,0,0,0,0,51041,0,0,0,0,64474,8590,0,0,179961,34379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960,0,313,1616,0,0,11953,59917,9238,253611,11509,0,0,2393,0,0,0,5256,0,0,10543,236452,0,0,65573,28177,15043,0,0,0,0,0,24,0,13058,0,0,0,0,0,25307,0,0,480650,0,0,0,0,0,0,0,0,0,190,0,21343,0,0,0,0,4373,0,0,0,0,0,0,0,0,0,4,0,30,0,0,0,0,0,0,0,0,0
"43",2,0,0,32513,0,2707,0,0,0,0,662,0,0,6425,0,0,874442,0,623,2201,434876,0,0,0,0,0,1041,0,0,0,0,32108,0,0,0,35428465,5101867,0,170,0,0,0,0,35289,0,187,1260,0,0,0,0,0,0,1107,20860,0,0,979,5292,0,0,0,0,0,0,0,0,0,0,0,0,0,323040,0,0,0,0,670336,14647,0,0,417820,0,0,0,0,0,0,0,0,0,0,0,23328,0,3067880,0,0,0,0,1123,0,8234,0,0,0,0,0,45697,23550,0,0,30,0,0,4572,0,0,0,17844,0,0,0,0,137233,0,0,0,0,0,0,0,0,39940,16032,95505,0,1028,5664,0,0,0,0,0,0,252625,0,0,0,0,0,0,0,0,28060,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"44",2,0,1089,5572,0,0,4134,0,0,0,0,0,13887,0,0,0,367,0,0,2719,1701,13210,0,0,0,0,0,0,0,0,0,3233,896,946,0,0,0,0,0,164,0,0,0,19434,7961,0,0,0,0,0,0,0,0,2529,0,0,0,1155,2739,0,0,0,0,0,0,5127,0,0,71,0,0,1854,1041472,123445,0,0,0,1236,1918,0,0,374746,0,0,0,0,0,0,0,0,0,0,0,200425,0,0,339324,0,0,0,0,0,9973,0,0,0,0,0,121335,3376,0,0,2806,6712,7115,228,0,0,0,6726,0,0,0,0,0,0,0,0,0,0,0,0,2848,107689,48414,0,2337,0,0,47029,0,0,4107,0,0,0,29323,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
"45",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9433,0,5115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
"46",2,0,67020,4623,24004,251,0,0,1608,0,0,102039,4332,12009,0,35650,183,0,0,4126,0,752,2998,10342,0,66279,53843,0,0,547002,0,0,0,0,0,0,0,3444,0,655,10489,0,0,100397,0,180,0,2139,3942,0,0,0,0,0,178325,0,0,0,0,0,0,0,0,0,8235,0,0,14460,0,0,0,775,0,1482,0,686,0,46975,5555,0,0,324377,36104,0,2906,0,0,0,0,0,0,0,0,873557,0,0,0,0,88,11031,0,175,440,0,0,0,127056,69561,430100,233333,0,0,0,0,1527,10295,1156,13269,18241,228229,0,477133,0,0,313953,67212,0,0,0,0,0,4195,0,13769,0,3684,5547,0,2104,0,0,0,221567,0,0,0,0,0,0,0,0,0,0,0,101186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437
"47",2,0,10060,0,0,0,5234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2239,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,0,0,0,0,1812,0,0,0,0,6237,0,0,0,0,0,0,0,0,0,0,0,0,68562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,0,277,5756,918,0,0,0,0,0,0,0,0,0,677,0,0,0,0,42614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2265,0,0,0,0,0,0,0,0,0,0,412,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",2,0,0,0,3301,0,44860,2258,0,0,722,0,0,0,0,2131,0,82359,0,0,0,0,0,0,0,1296,6944,356121,670287,0,0,0,0,1196,681,57703524,436206,0,0,0,0,0,0,3069,1886,0,0,0,0,0,0,0,0,0,5024,0,0,0,0,0,0,0,0,0,0,0,0,11467,0,0,0,0,0,0,0,0,266,282,226,0,0,8122,0,0,0,0,0,0,0,0,0,0,0,0,0,459063,0,61914,0,0,0,0,0,0,0,103,23481,0,24725,749,0,0,0,0,0,1926,0,0,0,0,0,0,0,0,199075,2538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13190,142482,0,0,0,0,0,184,0,0,0,0,0,3996,0,0,4735,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,379
"49",2,0,0,51205,0,0,0,0,0,1352,0,0,0,0,3703,0,118196,0,0,0,1796,0,0,3801,2355,0,961,0,0,0,0,12659,0,3403,0,0,0,0,0,0,10176,0,0,0,0,42858,939230,172694,0,350,0,0,33409,124429,597516,0,10836065,1157,8168,0,2204,0,0,0,0,59516,12080,5569,0,0,0,0,0,0,0,0,0,460632,300440,208,1336,450537,0,0,0,0,0,0,0,0,0,0,3594821,10745,2076403,4447,459,0,1869,86035,0,0,0,0,0,0,155894,0,66733,0,0,0,90866,0,0,0,0,0,164995,0,0,0,0,0,0,0,0,0,1336,11977,315,0,0,655412,9692,1330924,0,0,0,0,0,0,0,0,0,0,0,2625,16468,0,0,0,0,0,336275,0,0,0,0,0,0,0,0,2485,0,0,0,0,285,4,0,0,0,0,0,0,130,0,0,0,0
"50",2,0,0,9817,0,113,2407,0,8673,0,0,0,0,4021,0,0,164,0,1357,5146,5484,2826,0,0,0,149,778,0,0,0,0,613,0,1044,0,0,0,0,0,0,0,293890,0,106825,0,0,103811,553231,144061,0,0,159441,0,2475,0,482437,0,950,2828,0,0,0,0,0,17621,0,0,1081,0,0,0,0,51174,10128,0,0,0,98771,144557,0,0,801619,26763,0,47522,45856,0,18050,0,1178,0,0,1361,0,1260,0,0,0,0,2026,0,0,6113,0,0,756,362,6442,153887,55751,0,0,712,48899,364,114,0,0,8367,25955,0,9994,0,0,3945,0,0,0,0,0,0,0,0,74059,292511,1719,0,0,0,0,0,529,2295114,21347,0,2429,237205,0,0,0,2283,0,26778,0,79415,0,4332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,19,0,0,0,0,0,0,0
"51",3,0,0,0,29171,0,0,0,161304,0,0,0,0,0,0,0,53,0,6838,13023,0,0,0,0,0,0,0,0,0,0,0,0,5064,0,0,0,0,0,0,0,0,0,0,65574,0,0,4148,29454,0,0,0,0,0,436,578,0,28404,0,0,9119,0,0,0,0,10736,4287,0,0,0,0,0,0,107667,23479,0,0,0,0,0,0,0,2986706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2914444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,0,0,0,0,129152,0,11725,10007,0,0,0,0,0,4940112,0,0,0,0,0,0,0,0,0,58151,0,9491,0,0,0,0,336,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"52",3,0,0,0,0,0,0,2544,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,5507,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,0,0,1689,0,0,0,0,0,0,0,3794,0,2245,0,0,0,0,0,0,0,1888,0,0,0,0,0,0,0,446,5200314,0,0,0,0,0,0,0,7999,0,0,0,0,0,0,0,0,0,0,0,16198,0,0,809529,0,0,0,0,0,566,0,0,0,0,0,11857,25,0,0,0,11894,0,0,0,0,0,0,0,15588,0,0,29211,481,0,0,0,0,0,0,0,1155,0,0,0,0,0,0,0,0,51165,0,0,0,0,0,0,0,0,0,0,0,483,0,15926,0,0,0,0,33,0,0,0,0,78,0,0,58,0,0,0,0,207,0,0,0,0,0,0
"53",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514484,2331524,0,0,0,0,0,0,0,1116,0,0,0,0,0,522090,39683,63271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28669,0,0,0,0,0,0,0,18139542,12392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,146,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"54",3,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,13622,0,0,0,0,847,0,0,0,0,153,0,0,0,0,469,0,0,0,0,0,0,0,0,0,89,0,757,0,0,14846,6217,22258,0,0,0,0,0,0,34007,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,244,661,19277,1080,0,0,0,0,880,0,0,0,0,0,0,4185,0,0,9663,0,4603,1137,0,0,0,0,0,1311,2499,0,0,0,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,25727,0,180,0,0,314,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,39,0,0,0,0,0,0,0
"55",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2133606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,479,0,0,0,0,0,0,0,0,0,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,5360,0,1907,0,0,0,0,0,0,0,0,0,0,0,0,35,0,18,0,0,0,0,47,0,0,72,0,0,0
"56",3,0,0,0,0,0,659742,0,39989,0,0,0,0,319129,0,0,1805,2376,0,0,347,0,0,0,0,43492,2163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22428,0,0,0,0,0,0,0,0,0,0,8805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31311473,0,0,0,5713,1804,0,0,193689,0,8517509,2608,0,0,0,0,0,0,0,0,246565,0,0,334243,6095,0,1444,0,0,1277,0,0,0,175253,326100,333949,0,0,0,223,0,0,0,0,0,0,0,0,0,10745,0,648201,1391621,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,18537,0,0,0,0,0,0,0,0,0,0,0,5939,0,0,0,0,0,0,0,0,0,0,79,61,0,0,0,0,0,0,0,551,0,0,0,0,0,0
"57",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12565713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0
"58",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3867,0,22760,0,0,0,0,0,1989,0,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10957548,0,0,0,4918,2268,0,0,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11964,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,4,0,0,0,0,81,65,0,756,0,0,0
"59",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54271324,3722961,12750074,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",3,0,0,1406,0,0,0,12399,804,0,0,0,5168,342784,0,191225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703,0,0,0,9726,0,2182,0,0,0,0,0,1257,0,0,0,0,9548,0,0,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521200,24780194,0,0,0,24,8134,0,0,0,0,0,1075,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,0,7315,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
"61",3,0,471182,10146,0,2100,0,0,0,0,0,0,0,0,0,0,349,0,0,0,245,1207,0,0,0,164,237,0,0,0,0,89017,0,0,0,0,0,0,0,0,0,0,0,10460,0,0,358029,51314,0,0,0,0,0,4398,104231,0,233390,180,265,0,0,0,0,0,33322,7144,0,0,0,0,0,0,22345,47656074,0,0,0,34463,9988,0,0,281044,3280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3755,0,0,3638,0,0,0,134274,0,260818,0,0,0,4817,0,0,0,0,0,0,7956,0,0,0,0,125523,79895,0,0,0,0,0,960,0,17713,37868,0,0,0,0,0,0,0,105217,0,0,0,0,0,0,0,0,0,1543,0,79187,41665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,390,0,0,0
